growth,FIPS,pop2010,pop2000,age_under_5,age_under_18,age_over_65,female,black,hispanic,white_not_hispanic,no_move_in_one_plus_year,foreign_born,foreign_spoken_at_home,hs_grad,bachelors,mean_work_travel,home_ownership,housing_multi_unit,median_val_owner_occupied,persons_per_household,per_capita_income,poverty,sales_per_capita,density
-7.87335388063883,27167,6576,7138,5.6,23.9,17.8,49.3,0.2,2,95.7,88.1,0.6,2.3,88,18.4,18,83,13.4,102800,2.3,24447,7.9,8675,8.8
2.95288586575972,27169,51461,49985,5.3,19.4,13.4,50.8,1.3,2.4,92.9,81.6,3.2,4.4,88.8,25.1,16.6,71.5,22.6,159200,2.43,21864,15.4,13403,82.2
38.5771119951992,27171,124700,89986,8.6,30,9.6,49.8,1.1,2.4,93.7,88.5,2.7,4.3,93,23.8,29.7,85.1,8.3,222300,2.69,28454,5.5,12448,188.5
-5.79422382671481,27173,10438,11080,6.3,23.7,19.5,49,0.2,3.8,91.8,85.9,1.4,4.4,90.1,18.4,18.9,79.5,9,97100,2.47,23171,12.7,11221,13.8
-5.94933022714036,28001,32297,34340,6.2,22.3,15.8,50.1,53.5,6.7,38.7,87.6,0.8,2.1,79.6,19.3,20.5,67.1,13.6,77500,2.61,17473,30.4,13528,69.8
7.2313212570172,28003,37057,34558,6.7,24.3,15.9,51.1,11.4,2.7,84.5,84.8,1.7,2.8,77.1,16,19.5,73.3,11.7,85700,2.66,17954,19.1,14756,92.6
-3.44142951687624,28005,13131,13599,6.7,22.5,18.2,51.5,41.3,0.8,57.2,89.7,0.2,0.7,74,9.2,34.2,81.4,2,72300,2.67,16861,27.6,2727,18
-0.493362494278016,28007,19564,19661,7.5,26,17.2,52.4,42,1.7,55.5,86.3,1.2,2,71.9,17.1,24.5,75.4,6.1,72200,2.65,17659,24.9,8756,26.6
8.75903314228756,28009,8729,8026,6.6,24.7,15.4,50.9,37.3,1.7,59.9,96.1,1.9,1.7,69.1,9.6,36.5,79,1.5,79100,2.62,14998,26,3141,21.5
-15.9673172052273,28011,34145,40633,7.5,25.3,12,53.5,64.2,1.9,32.9,83.1,0.7,1.9,71.5,20.4,17.5,56.2,21.1,77800,2.69,16051,35.7,8116,39
-0.710067025018246,28013,14962,15069,7.1,25,16.5,52.2,27.7,5.4,65.8,86.8,3.1,4.5,67.4,10.1,22.8,68.8,4.7,60700,2.51,15183,23.1,6445,25.5
-1.59717708236605,28015,10597,10769,6,21.5,17.1,50,32.7,1,65.4,90.7,0.9,0.8,76.3,16.4,22.1,81.4,3.2,65400,2.55,16025,23.6,2344,16.9
-10.5349794238683,28017,17392,19440,7.3,26.3,14.4,52.5,42.1,3.7,53.2,87.9,1.6,2.9,71.8,11.2,23.8,71.7,9.4,59800,2.58,15985,24.9,6785,34.7
-12.4103299856528,28019,8547,9758,6.4,24.3,17.4,52.1,30.1,0.9,67.9,88.3,0.4,1.8,80.7,10.9,23.9,76.9,6.7,72800,2.39,16545,21.3,3424,20.4
-18.8234299721072,28021,9604,11831,6.2,23.6,12.1,52.9,84.4,0.8,14.1,88,0.1,0.7,83.6,17.5,23.9,79,3.2,53500,2.75,12571,35,3675,19.7
-6.8114731272626,28023,16732,17955,6.5,24.7,16.4,52.4,34.4,0.8,63.8,92.4,0.6,0.8,75.1,8.3,32.5,78,3,59900,2.47,16467,23.1,3346,24.2
-6.11947768324309,28025,20634,21979,7,25.7,14.3,53.1,58.2,1,40.1,86.8,0.2,1.6,78.4,18.1,21.6,71.5,8.7,74500,2.59,17604,25.7,6037,50.3
-14.6006139376919,28027,26151,30622,8.1,29.3,12.2,54.1,75.5,1.1,22.6,85.7,0.8,2,74.2,14.3,20.1,57,20.1,53400,2.8,15687,35.5,9448,47.3
2.40637062280489,28029,29449,28757,7.3,25.1,13.7,51.7,50.9,2.6,45.5,90.6,1.6,2.5,76.5,14.1,25,78.2,5.2,73200,2.76,17473,22.6,4889,37.9
0.829597567887874,28031,19568,19407,7.3,26,15.1,51.4,34.9,1.9,62.4,91.5,0.5,1.9,78.8,15.8,29.1,83.7,4,81600,2.67,17713,25.6,8453,47.3
50.4230449910913,28033,161252,107199,7.2,28.3,10.1,51.3,21.9,5,70.4,84.5,3.5,5.9,87.4,21.1,25.5,77.5,11.8,152300,2.76,24531,9.8,13825,338.7
3.20918957633187,28035,74934,72604,7.2,23.6,11.6,52.2,36.1,3.5,58.4,80,2.8,4.2,84.2,25.9,20.7,58.2,25.6,110400,2.52,19272,25.6,26812,160.7
-3.90625,28037,8118,8448,6.8,25.2,16.2,51.4,34.4,0.6,64.4,91.5,0.9,1.1,78.4,13.2,42.8,85.8,2.4,70000,2.71,21583,23.2,2507,14.4
17.9377350605934,28039,22578,19144,7.3,26.8,12.8,49.4,8.1,2,88.6,87.8,1.6,2.4,83.6,11,34.4,83,2.2,92400,2.72,19452,14.4,10510,47.2
8.2788179562373,28041,14400,13299,5.7,21.9,11.2,40.9,26,0.9,72,82.3,1.4,3.8,73.3,8.3,32.9,89.3,4.7,72600,2.65,14064,18.4,2857,20.2
-5.83329751106908,28043,21906,23263,6.6,24.6,15,52.8,41.7,0.9,56.4,81.4,1.2,1.9,73.9,18.6,20.7,65.5,12.4,85900,2.39,19701,25.2,16312,51.9
2.23892754904926,28045,43929,42967,6.3,23.9,15.2,50.4,7.1,3.3,86.3,78.4,3.5,3.6,83.2,21.7,28.8,75.4,8.7,150700,2.66,21935,14.7,9642,92.7
-1.31644875290742,28047,187105,189601,7.4,24.5,11.7,50.3,22.1,5.3,67.2,78.9,5.2,7.3,83.5,20,22.3,66.5,20.1,142700,2.65,22880,15.3,16472,326
-2.19896331738437,28049,245285,250800,7.3,26.5,10.8,53,69.1,1.5,28,81.5,1.9,3.3,83.6,27.2,21.6,60.9,23.6,105000,2.69,20676,22.5,12021,282
-11.1573881253182,28051,19198,21609,8.7,29,12.6,53.2,83.4,0.7,15.6,89.6,0.2,0.7,67.3,11.2,30.5,71.8,7.5,46900,2.75,11585,43.4,5599,25.4
-16.3394610030341,28053,9375,11206,9.1,28.8,12.5,53.2,74.5,2.2,22.8,86.6,0.3,1.6,62.9,11.5,20.5,62.4,12.7,60100,2.85,13282,42.9,8198,22.4
-38.1706244503078,28055,1406,2274,5,20,14.4,42,64.4,0.6,34.3,79.8,0,0,59.7,4.3,23.1,65.2,15.1,62000,3.05,11810,39.7,0,3.4
2.77119016249452,28057,23401,22770,6.2,23.1,15.8,51.1,5.9,1.3,91.8,88.1,0.3,1.3,71.4,12.4,23.8,79.9,3.8,80000,2.51,18517,13,5876,43.9
6.27606148227058,28059,139668,131420,6.8,25.5,12.4,50.7,21.5,4.6,69.9,83.4,3.2,5.7,84.6,18.4,24.6,72.7,12.2,125500,2.77,22655,14.8,9964,193.2
-5.98931070582401,28061,17062,18149,6.5,24.2,16,51.8,52.6,0.8,46,91,0.3,0.9,76.9,11.6,27.1,83.6,2.4,67100,2.53,18268,18.6,3839,25.2
-20.6776180698152,28063,7726,9740,6.2,23.6,12.9,50.4,85.7,0.4,13.7,89.9,0,0,76.6,20.5,22.8,75,7.6,67000,2.58,12534,39,2073,14.9
-10.5643890560092,28065,12487,13962,6.5,23.6,16.6,52.2,59.9,0.8,38.5,91.8,1,1.8,73.3,11.9,34.5,81.7,6.9,58800,2.53,15120,26.2,4508,30.6
4.31509590812524,28067,67761,64958,7.5,25.6,14.4,51.3,28.3,4.7,65.6,87.1,2.7,4.6,77.1,15.8,23.3,73.7,9.9,79500,2.6,18632,22.8,12212,97.5
0.0286998947670591,28069,10456,10453,6.7,23.3,15.6,51.1,60.1,0.5,35.1,86.7,0.3,4.1,67.5,8.9,30.6,76.4,8.7,61700,2.38,12903,28.3,4670,13.6
22.2150526533141,28071,47351,38744,5.4,18.5,10.5,50.6,23.7,2.3,70.8,69.6,3.8,5.2,85.4,39.3,17.6,59.9,24.5,149800,2.48,21267,24.1,11711,75
42.4571282313796,28073,55658,39070,7.6,26.2,10.8,51.6,19.6,2.2,76,80.2,2.2,3.3,86.9,31.8,24.9,70.1,20.3,157200,2.56,26052,15.2,20858,112
2.686761940098,28075,80261,78161,7.1,25,14.1,51.8,42.8,1.8,54,79.8,1.7,3.3,81.6,18.8,19.2,66,19.4,83200,2.4,20116,23.6,16936,114.1
-2.48152059134108,28077,12929,13258,7.3,25.3,14.9,50.9,30.7,2.1,66.3,90.1,0.8,2.1,79.5,11.8,34.1,81.6,3.4,71500,2.59,19142,19.9,3530,30
13.6819484240688,28079,23805,20940,8,30.9,13,48.1,40.6,4.3,48.8,87.1,2.3,7.5,73.9,9.6,29.9,78.6,3.6,70100,2.98,14617,22.8,7927,40.8
9.44492112731834,28081,82910,75755,7.3,26.7,13,52.1,27.3,2.4,68.6,83.7,1.8,3.1,81,20.9,18.9,69.5,15.6,107100,2.53,21831,19.1,17967,184.3
-14.8364824623817,28083,32317,37947,8,27.1,11.9,52,72.2,2.3,24.5,90.9,3.2,4.4,68.8,16.6,15.9,51.3,21.1,63400,2.82,12957,39.7,12503,54.5
5.13477657842369,28085,34869,33166,7.3,26.1,14.2,52.2,29.9,0.9,68,91.2,0.7,1.2,81.5,17.2,30.5,77.5,7.5,80000,2.56,20620,17.2,14629,59.5
-2.93410840126003,28087,59779,61586,7,25.2,12.9,52.6,43.5,1.5,53.3,82.1,1.7,3.1,80.5,20.1,20,66.2,15.9,104200,2.49,21273,22.3,13596,118.3
27.4914963708921,28089,95203,74674,7.4,26.9,10.4,52.1,38.2,2.9,56,85.3,3.9,5.7,87.9,42.6,22.8,69.7,19.6,181100,2.61,31517,13,14172,133.2
5.83317054112131,28091,27088,25595,7.5,25.6,14.7,51.7,32.3,1.2,65.2,87.4,0.7,1.6,74.3,12.5,35.7,80.3,4.2,79600,2.7,17549,23.3,10098,49.9
6.14694367444917,28093,37144,34993,6.6,23.4,12.7,50.5,46.9,3.2,48.9,88.5,2.2,3.9,69.3,10.2,31.8,77.5,5.7,84800,2.77,16825,21.8,4559,52.6
-2.69637501972957,28095,36989,38014,6.7,24.6,15.8,52.5,30.9,1,67.2,89.8,0.5,2,75.2,13.2,23.5,78.8,7,79500,2.5,18884,20.8,7610,48.3
-10.3700057428829,28097,10925,12189,6.8,24.4,17.2,52.5,45.5,0.9,52.8,91.3,0.4,0.7,74.6,16.3,23.3,76.1,4.7,68400,2.55,16584,24.1,11892,26.8
3.45837400641473,28099,29676,28684,8.4,28.7,13.5,52,20.9,1.6,60,86.8,0.8,11,73.8,12.4,23.6,76.2,6.5,69200,2.73,17609,19.2,8565,52.1
-0.540342522208992,28101,21720,21838,7,26,14.9,52.1,30.2,1.3,62.6,86.4,1.5,5.1,81.3,12.7,26.9,80.3,3.6,67100,2.6,16727,17,6500,37.6
-7.99330570608862,28103,11545,12548,7.3,27.1,13.4,52.1,71.6,0.8,27,94,0.1,1.7,66,13.1,27.6,73.9,4.3,55900,2.78,12759,35.6,6993,16.6
11.1160318866253,28105,47671,42902,5.7,18.3,9.2,50.2,36.6,1.4,58.4,71,2.5,5,84.5,39.9,17.2,50.9,33.7,106900,2.4,19356,32,8838,104
1.26334831067281,28107,34707,34274,7.4,26.9,12.7,51.9,48.6,1.4,48.9,89.1,0.8,1.6,72.4,12.5,25.5,76.3,5.6,75000,2.78,15987,29.1,10918,50.7
14.835153534481,28109,55834,48621,6.9,24.6,14.6,50.6,12.3,2.9,82.2,85.5,1.5,2.5,80.4,14.6,34.3,78,6.9,121700,2.64,20014,20.1,10779,68.9
0.922722029988465,28111,12250,12138,7.1,25.4,14.1,51.2,20,1,77.7,91.7,0.6,0.2,79.2,10,32.4,83.4,4.7,71500,2.53,18238,18.8,4951,18.9
3.75963020030816,28113,40404,38940,7.6,27.2,14.2,52.4,51.5,1.2,45.9,85.1,1.3,2.5,77.5,15.7,24.1,72.9,11.6,82000,2.62,17620,25.3,13694,98.8
12.0893511935942,28115,29957,26726,7.3,27,12.8,50.7,13.8,6.2,78.5,88.3,3.7,5.1,76,11.4,25.1,77.6,3.5,84000,2.86,17820,16.4,7068,60.2
-1.09563311942401,28117,25276,25556,6.5,23.3,15.7,51.1,13.8,1.2,83.8,86.7,1.2,2.7,73.2,11.8,21.5,79.4,11.4,70800,2.58,17068,22.1,6359,60.9
-18.7209647128595,28119,8223,10117,6.9,26.2,14.1,52.2,69.6,0.7,28.8,85.8,0.2,0.4,63.6,11,23.9,68.9,10.7,46200,2.63,13080,34.8,2815,20.3
22.7960494940474,28121,141617,115327,7,25.1,11.5,51.6,18.8,2.7,76.3,83.1,2.1,3.6,87.4,28,24.1,75.8,12.8,142400,2.59,26637,11.1,16103,182.6
-0.559406114766214,28123,28264,28423,8.1,27,12.4,51.1,37.5,10.7,50.8,85.1,6.8,9.2,70.8,10.3,23.3,80.4,4.5,63800,2.83,16608,22.2,8050,46.4
-25.2887537993921,28125,4916,6580,6.8,25.5,14.4,54.2,71,0.8,27.8,87.1,0,1.7,70.6,17.8,16.9,67,7.1,65300,2.89,14322,34.9,5644,11.4
-0.492058323383626,28127,27503,27639,7.3,26.4,14,51.5,35.1,1.4,62.3,88.1,1.7,2.9,76,14.3,35.2,76.6,7.2,75100,2.59,18397,22.4,7640,46.7
1.90952910641453,28129,16491,16182,6.8,25.8,15.3,51.3,22.9,1.2,75.3,93.1,0.3,1.1,77.3,14.8,32.3,86.8,1.4,72600,2.72,18686,19.5,3206,25.9
30.5681985024226,28131,17786,13622,6.6,24.4,12.1,49.9,19.1,1.3,77.7,83.6,1,1.5,79,13.5,27.5,77.4,4.1,105400,2.49,21691,17.5,12237,39.9
-14.3123163315779,28133,29450,34369,7.2,24.3,10.2,46.6,72.9,1.4,25.2,83.4,0.7,2.4,69.8,13,16.6,57.2,15.6,63300,3.03,11993,33.3,6825,42.2
3.18727772931624,28135,15378,14903,6.7,22.7,11.8,45.2,56.4,5.6,36.3,88.7,4,5.5,65.5,9,25.4,72.6,4.7,51600,3.01,12687,32.5,4315,23.8
13.8588884509263,28137,28886,25370,6.8,25.8,12.4,51.7,30.3,2.2,66.1,88.8,1.3,2.4,79.7,14.1,27.1,75.8,6.4,100500,2.67,18318,17.5,8833,71.4
6.75117641409777,28139,22232,20826,7.1,25.4,14.6,51.1,15.9,4.4,78.3,85.7,2.3,4.4,72.6,10.4,23.4,75.1,3.8,71100,2.46,16365,24.1,6101,48.6
2.24390753013619,28141,19593,19163,6,23.2,18,51.7,2.6,2.8,93.5,87.5,1.9,4.4,75.7,10.7,21.7,79.8,6.1,73200,2.51,17017,20.4,5867,46.2
16.8093638235613,28143,10778,9227,8.9,29.8,9.5,52.8,73.5,2.3,23.1,77.5,3.1,5.5,72.4,14.6,18.3,52.1,31.5,73000,2.59,15711,25.7,12457,23.7
6.98683069158583,28145,27134,25362,7.1,25.8,14.5,51.1,14.5,4.5,79.8,86.6,3.3,4.6,74.7,14.5,24.2,75.9,5.5,78600,2.65,17945,19.8,9965,65.3
1.89363948271313,28147,15443,15156,7.1,26.4,15.8,51.4,44.5,1.5,52.7,88.1,0.2,2.6,73.3,14,36.3,84,2.5,83800,2.81,16157,22.3,8113,38.2
-1.75449198291838,28149,48773,49644,6.9,25.9,12.8,52.5,47,1.8,49.5,85.5,1.7,4.1,82.9,24.4,19.3,67.3,17.6,99700,2.52,22079,21.4,12405,82.9
-18.800514473538,28151,51137,62977,7.6,28,12.3,53.5,71.3,1,26.7,81.4,1.1,3.6,72.5,17.6,18.7,56.2,19.4,72800,2.74,15946,34.8,10413,70.6
-2.21059577677225,28153,20747,21216,7.3,26.2,13.9,52,38.9,1.2,59,91.2,0.3,1.2,72.8,11.3,32.1,82,3.9,60500,2.41,17099,23.6,8466,25.6
-0.398290266174472,28155,10253,10294,6.6,25.2,15.7,51.4,19.9,1,78.1,85.2,1,1.9,76.4,17.2,26.3,70.1,9.2,72500,2.51,17888,25.4,7119,24.4
-4.20868890612878,28157,9878,10312,6.6,23,13.8,47.1,70.8,0.4,28.5,86.1,0.2,1.2,68.9,9,26.8,75,3.7,55400,2.49,14333,28.1,5857,14.6
-4.7718253968254,28159,19198,20160,7.2,24.9,16.5,51.9,45.6,1,51.5,90.5,0.2,1.1,78.3,14.7,24.8,79.3,6.1,71900,2.58,17244,25,9297,31.6
-2.85801854264041,28161,12678,13051,6.8,23.8,16.5,52.3,37.9,1.2,60,89.7,0.3,0.6,75.4,12.3,24.1,72.5,6.5,61700,2.54,16623,26.2,4341,27.1
-0.298412021741445,28163,28065,28149,7.4,25.2,11.9,45.6,57.1,4.6,37.3,85,2.3,4.8,73.6,11.9,26.9,63.7,12.9,70500,2.94,14339,33,8056,30.4
2.5223205348921,29001,25607,24977,5.6,19.4,12.5,52.3,1.6,2,92.8,72.9,2.5,3.9,88.1,25.5,13.9,61.1,24.3,97800,2.33,17098,26,12590,45.1
4.84477322338104,29003,17291,16492,5.8,24.1,15.5,50.8,0.4,1.7,96.2,85.9,1.2,2.3,89.6,20.5,22.6,78.6,9.9,125500,2.55,24009,8.5,4751,40
-11.5863141524106,29005,5685,6430,5.1,20.8,21.6,50.4,0.3,1,97.7,88.7,0.4,2,85.9,21,19.2,72.4,12,69500,2.27,23659,13.1,14207,10.4
-1.25323946930723,29007,25529,25853,6.8,24.9,16,53.8,6.4,2.6,88.6,85.6,1.6,4.6,81.2,14,19.5,76.5,9.2,84700,2.46,18800,17,9643,36.9
4.66627462511027,29009,35597,34010,6.4,24.3,17.6,50.4,0.3,7.7,88.5,84.3,4,8.3,79.7,12.4,22.2,74.9,7.5,101600,2.49,19363,17.1,11466,45.7
-1.10836456422932,29011,12402,12541,6.7,25.9,17.2,50.7,0.4,1.9,94.4,89.2,0.8,2.1,84.8,13.2,21.6,75.8,6.8,84000,2.52,19117,15.7,10623,21
2.37794991893352,29013,17049,16653,6.6,25,17.7,50.7,0.9,1.6,95.6,87.9,0.9,2,83.1,11.7,28,74.8,7.6,102000,2.55,19056,17.4,7994,20.4
10.9196740395809,29015,19056,17180,4.3,18,25.9,49.9,0.3,1.5,96.1,90.3,2.3,2.6,80.5,12.5,34.1,84,3.2,97500,2.25,19955,18.3,9379,27.1
2.77662316069498,29017,12363,12029,6.2,23.6,16.7,50,0.3,0.8,97.4,85.4,0.8,0.6,75.1,10.1,33,78.7,3.9,92800,2.57,18172,19.7,4912,20
20.0717586782229,29019,162642,135454,6.2,21.1,9.3,51.5,9.3,3,81,71.8,5.9,8.1,91.9,45.2,17.8,57.6,30.6,153900,2.34,25124,18.4,19777,237.3
3.72450522105165,29021,89201,85998,6.9,23.5,14,50,5.2,5.2,86.3,78.1,2.5,4.7,86.2,19.4,17.4,67.9,18.1,107800,2.47,21638,14.6,16199,218.6
4.71529596006557,29023,42794,40867,6.4,23.3,17,51.8,5.3,1.6,90,79.3,1.4,2.9,76.2,14.1,16.4,67.1,13,87700,2.41,19368,20.4,15437,61.6
5.07302932322444,29025,9424,8969,6.3,25.5,16.7,49.8,0.4,1.5,95.9,91.9,0.8,1.8,85.8,11.8,34.4,74.6,7,97600,2.43,19499,15.9,3691,22.1
8.74748564980621,29027,44332,40766,5.9,22.6,12.3,48.6,4.6,1.6,91,80.1,1,2,85.1,20.4,20.2,75.4,10.9,122700,2.41,22602,11.3,7660,53.1
18.7606272435292,29029,44002,37051,4.9,19.1,21.7,50.3,0.4,2.3,95.3,84.4,1.7,3.6,90.2,21,21.2,81.3,25.5,187200,2.33,25509,11.8,16779,67.1
10.162607543709,29031,75674,68693,6.2,21.9,14.3,51.6,7,2,87.9,79.3,1.8,3.6,85.8,26.9,18.4,67.4,20,132500,2.39,23014,14.2,18626,130.8
-9.62566844919787,29033,9295,10285,5.7,23.6,19.1,51.2,1.7,1.3,95.7,93.4,1.2,1.5,84.1,17.9,26.7,78.2,7,72600,2.45,25021,13,6161,13.4
5.45362733546542,29035,6265,5941,7,24.2,16.6,51.2,0.1,1.7,95.6,88.4,0.9,1,75.7,11.1,31.2,77.2,3.1,88100,2.52,15881,19.6,4668,12.3
21.1786775812503,29037,99478,82092,6.8,26.5,13.6,51.2,3.5,4,89.5,84.7,1.8,3.8,91.6,21.4,28.2,80.1,10.7,152900,2.66,26326,7.2,9180,142.8
1.81315080463118,29039,13982,13733,6,23.7,22.4,50.8,0.1,1.5,96.1,84.2,1.4,3.1,83.1,11.9,22.6,76.3,5.6,92300,2.27,16432,17.9,8694,29.5
-7.19364778383503,29041,7831,8438,6.2,22.6,21.4,50.7,2,0.5,96.3,91.3,0.8,0.8,84.7,14.2,23.2,80.1,6.3,76500,2.39,19978,14.3,6682,10.4
42.6213502809248,29043,77422,54285,7.4,27.4,12.2,51.4,0.6,2.5,94.3,82,1.8,3.8,91.7,26.9,24.1,75.7,12.2,146800,2.6,23720,9.5,9781,137.6
-3.73516720604099,29045,7139,7416,6.9,24.1,17.7,50,0.3,0.6,97.7,86.9,0.6,1.7,84.3,12.9,24.1,76,8.2,68700,2.52,19114,13.5,12319,14.1
20.615088638414,29047,221939,184006,7.3,25.8,11.2,51.2,5.2,5.9,84.1,83.2,4.6,6.9,91.4,30.2,22.5,72.6,17.6,153900,2.46,28204,7.8,15427,558.6
9.29448337636334,29049,20743,18979,6.3,24.6,15.7,49.8,1.4,1.6,94.5,86.1,1.1,2.4,90.2,17.6,28.6,76.4,10.7,150200,2.51,24629,8.3,7019,49.5
6.43304340518509,29051,75990,71397,6.6,23.6,12.3,49.5,11.2,2.4,83.2,82.2,3.1,4.7,88.9,30.5,17.9,68,23.3,136300,2.39,25935,9.6,16357,193
5.58488302339533,29053,17601,16670,6.1,22.6,15.4,47.3,6.9,1.3,89.5,80.4,1,2.2,82.7,15.7,25.4,72.3,13.1,112400,2.47,19234,14.3,12858,31.2
8.29679003683563,29055,24696,22804,6.7,24.3,16.3,50.2,0.3,1.5,96.4,83,0.6,1.7,77.7,10.8,27.9,74.8,6.8,105400,2.57,17317,15.4,7267,33.3
-0.504859270478353,29057,7883,7923,5.2,22.6,20.5,49.9,0.4,1.5,94.8,84.3,0.6,2.9,82,9.1,25.8,77.5,5.2,73000,2.42,16638,20.5,6222,16.1
7.12598173807548,29059,16777,15661,6.8,24.8,17,50.3,0.2,1.5,95.6,84.4,0.6,5.9,79.5,10.7,27.9,81.8,3.5,96800,2.58,18400,16.4,8610,31
5.20209580838322,29061,8433,8016,7.4,26.7,17.1,50.3,0.3,1,97.4,91.2,0.8,7.2,84,14.4,30,74.7,7.4,99100,2.53,19900,13.8,5630,15
11.1666810381995,29063,12892,11597,4.6,17.9,13.7,37.3,11.3,1.7,85.7,80,1.6,4.7,82.6,12,23.5,67.8,17.9,115100,2.47,16916,9.5,10405,30.6
4.89046693910364,29065,15657,14927,6.2,23.3,19,50.4,0.4,0.9,95.9,87.8,1.1,1.3,76,11.2,25.4,77.9,7.3,84100,2.5,18111,18.2,8310,20.8
4.58575359217366,29067,13684,13084,5.9,22.4,19.8,50.6,0.2,0.8,96.6,94.9,0.3,1.7,79.3,10.2,27.6,82,5.5,87800,2.75,15117,22.4,6979,16.8
-3.62539586789323,29069,31953,33155,6.9,25.3,16.5,52,9.7,5.4,82.9,79.1,2.5,4.6,67.5,10.1,20.9,62.4,10.4,67300,2.37,16619,23.6,11781,59.1
8.19235238308442,29071,101492,93807,6.4,24.7,13.8,50.4,0.8,1.4,96,88.8,0.9,2,85,16.5,27.1,76.8,10.9,147200,2.59,23365,11.1,13268,110
-0.782166601486112,29073,15222,15342,5.5,22.1,20.1,51,0.2,1,97.2,88,1.4,3,81.9,14.1,27.1,79.1,7.2,111900,2.36,21240,10.8,9486,29.4
-1.79274158285964,29075,6738,6861,6.7,24.5,20.5,51.6,0.3,0.5,98,87.1,0.5,6.5,82.5,12,22.2,76.6,9.6,79500,2.47,19021,14.9,9511,13.7
14.4693436942315,29077,275174,240391,6.2,21.2,14,51.3,2.9,3,89.5,76.6,2.7,5,88.6,27.5,19.4,61.8,22.3,125500,2.28,23443,16.2,17856,407.5
-1.63918711656442,29079,10261,10432,7,24,20.5,52.3,0.6,1.7,96,82.7,1.3,4.7,83.7,12.8,21.9,70.4,10.5,71700,2.33,18148,13.3,8765,23.6
1.20903954802261,29081,8957,8850,7.3,24.8,20.7,50.4,0.3,1.6,96.7,90,1.1,3.5,84.6,7.6,22.4,75.2,7.6,77700,2.49,18967,15.1,16382,12.4
1.25017047779243,29083,22272,21997,6,22.3,19.5,51.1,1,1.7,95.3,84.3,1.5,2.8,83.7,15.1,26.5,73.3,10.8,103300,2.34,20304,16.4,12697,32
7.68456375838926,29085,9627,8940,4.6,17.3,29.6,50.9,0.3,0.9,96.4,88,0.4,0.6,78.9,8.1,30.7,84,1.7,89900,2.13,18215,15.4,5516,24.1
-8.20407400485891,29087,4912,5351,5.7,19.8,21.2,50.6,0.2,0.8,97.2,88.1,1,2.3,88.7,16.3,23.4,78.1,8.1,74600,2.22,21666,14.4,7214,10.6
-0.665883274578927,29089,10144,10212,5.9,21.5,15.9,50.3,5.2,1.2,91.1,83.8,1.1,2,85.6,21.6,23.8,78.4,9.1,98300,2.35,21829,15.5,8968,21.9
8.49132606477254,29091,40400,37238,7.1,24.9,17.1,51.6,0.4,1.7,95.3,90,1.9,3.2,82.4,14.1,19.2,72,9.7,94200,2.56,17135,19.7,14163,43.6
-0.626343834720011,29093,10630,10697,5.8,22.6,17.9,50.6,1.3,1.3,95.6,85.5,0.4,0.4,75.2,9.1,26.9,72.8,7.5,77200,2.4,17200,21.6,6524,19.3
2.94374541900806,29095,674158,654880,7.1,24.6,12.5,51.7,23.9,8.4,63.3,82.2,5.5,8.6,87.3,26.9,22.7,63.2,25.6,129900,2.43,25213,15.7,12347,1115.3
12.1487113845213,29097,117404,104686,7.6,25.8,13.4,51.2,1.9,6.8,86,81.7,4,6.8,81.3,18.6,17.8,65.7,15.5,93400,2.53,19899,18.9,17111,183.9
10.4160041191526,29099,218733,198099,6.8,25.1,11.2,50.2,0.8,1.6,95.4,88.4,1.8,3.5,85.5,16.1,30.2,83.9,9.2,154700,2.68,24586,9.5,7919,333.1
8.98711094533549,29101,52595,48258,6.8,22.9,10.7,49.5,4.3,3.1,88.2,73.7,2.9,4.8,90.7,24.1,27.1,64.5,20.9,133100,2.5,20405,16,7940,63.4
-5.27401972024765,29103,4131,4361,6.4,25,20,50.8,0.3,0.8,97.5,85.2,0.6,1.4,86.3,13.9,23.2,74.9,5.1,56500,2.28,18481,20.5,6876,8.2
9.40546858179805,29105,35571,32513,7.1,25,15.6,50.7,0.7,2,94.4,81.1,1.7,3,81.1,13,21.2,70.8,11.1,93000,2.44,19858,16,13316,46.5
1.27730582524272,29107,33381,32960,6.3,24.5,16.5,50.6,2.2,2.2,92.9,85.7,1.3,2.4,85,15.9,28,74,12.2,121000,2.41,23043,10.6,9230,53.1
9.74321099875015,29109,38634,35204,6.9,26.3,16.3,50.7,0.3,6.3,91,84.8,3,7,80.5,13.3,20.9,72.5,8.8,94700,2.51,18777,17.3,11171,63.2
-2.69677911187345,29111,10211,10494,6.4,23.5,16.3,49.9,3.2,1.6,93.5,87.3,1.2,8.2,84.4,13,23.9,76.2,9.3,79400,2.51,18973,16.3,5933,20.2
34.9784305669679,29113,52566,38944,7.7,28,10.9,50.1,1.9,2,93.9,86.7,1.4,2,83.1,11.9,33.3,82,5.5,155600,2.81,21862,10.9,8413,83.9
-7.2197179002472,29115,12761,13754,6.7,24.7,19,51.9,0.7,1.5,96.4,91.5,1.5,2.8,87.9,14.3,19.6,75,5.5,66800,2.53,20742,14.6,9230,20.7
4.37560104409946,29117,15195,14558,6,21.9,18.2,55.2,2.4,1.2,94.7,86.3,0.2,1,85.1,19,17.3,66.6,13.3,92700,2.44,20295,20.6,16582,28.5
